text,label
"i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you .",1
"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it .",1
fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1
"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",0
the dangerous lives of altar boys' take on adolescence feels painfully true .,1
it's virtually impossible to like any of these despicable characters .,1
howard conjures the past via surrealist flourishes so overwrought you'd swear he just stepped out of a buñuel retrospective .,0
"while obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .",0
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",1
"as a vehicle to savour binoche's skill , the film is well worthwhile .",1
an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,1
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",0
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,0
what's next ? the porky's revenge : ultimate edition ?,0
"the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it's that life stinks , especially for sensitive married women who really love other women .",0
"it's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen .",1
zigzag might have been richer and more observant if it were less densely plotted .,0
everyone should be able to appreciate the wonderful cinematography and naturalistic acting .,1
it's a fanboy 'what if ? ' brought to life on the big screen .,0
"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",0
"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother .",1
"a directorial tour de force by bernard rose , ivans xtc . is one of this year's very best pictures .",1
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,0
"[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by .",0
the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving .,0
"cold , sterile and lacking any color or warmth .",0
the episodic film makes valid points about the depersonalization of modern life . but the characters tend to be cliches whose lives are never fully explored .,0
"both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .",0
"mark wahlberg . . . may look classy in a '60s-homage pokepie hat , but as a character he's dry , dry , dry .",0
it's not difficult to spot the culprit early-on in this predictable thriller .,0
"if we're to slap protagonist genevieve leplouff because she's french , do we have that same option to slap her creators because they're clueless and inept ?",0
screenwriters scott abbott and michael petroni have turned rice's complex akasha into a cartoon monster .,0
it drowns in sap .,0
"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem .",1
"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",1
